IDENTIFIER,GSM14498,GSM14499,GSM14500,GSM14501,GSM14513,GSM14514,GSM14515,GSM14516,GSM14506,GSM14507,GSM14508,GSM14502,GSM14503,GSM14504,GSM14505,GSM14509,GSM14510,GSM14511,GSM14512
MGC12488,47.6,19,31.6,85.4,56.2,9.1,38.3,7.9,9.7,35.2,55.5,3.3,33.7,42.5,54,74.6,41.2,47.7,67.1
RNGTT,125.1,146.9,185.2,180.7,102.4,84.7,84.4,126.3,184.7,132.2,206.2,119.4,141.4,224.2,195.7,135.1,163.4,94.7,187.5
U80761,82.2,137.1,108.2,151.8,130.8,69.8,161.3,103,155.5,120.1,107.2,32.2,113.4,77,133.2,94.9,113.4,69.2,61.8
KIR3DS1,30,24.5,29.2,37.6,34.7,30.4,31.2,21.7,43.3,29.1,34.2,31.4,31,40.8,31.6,34.6,23.5,28.9,25
N4BP2L1,9.8,10.6,4.2,15.2,9.7,21.9,7.4,9.4,24,6.4,9.9,7.1,8,11.6,7.1,7.8,5.2,13.6,9.2
PATZ1,170.1,108.4,107.8,69,212.2,99.4,146.6,124.7,182.7,188.5,242.7,147.3,241.3,212.4,243.7,226.4,155.2,136.4,159.6
PATZ1,204.7,175.4,195,153.1,236.8,175.3,234.6,242.9,170.6,222.7,252.6,187.6,220.4,218.7,268.4,201.7,227.5,230.7,285.1
PATZ1,121.4,38.6,6.4,142.7,142.5,32,51.7,108.1,201.6,24.1,154.8,27.8,80.8,233.8,201.8,58.2,73.5,76.3,49.6
FCGR2C,147,83.9,144.5,253.3,160.7,164.6,161.7,239.9,144.9,66.9,146.6,192,184.3,204.9,190.9,204.9,174.4,140.3,196.7
FCGR2C,20.9,16.5,23.7,22.2,30.8,21,24.4,19.4,24.6,18.1,20.4,18.6,13.3,16.9,14.2,20.8,19.6,27.5,14.9
KIR2DL2,21.5,14.5,21.8,29,39.2,29.7,23,23.9,38.4,24.4,19.7,22,22.1,27,19.4,18.3,21,20.2,17.5
FGFR2,24.3,15.5,12.2,27.7,15.8,17.8,12.2,19.8,45.9,20.4,21.8,12.9,38.1,20.7,46.1,24,10.6,25.7,12.9
FGFR2,17,74.1,20.2,20.6,23,73.1,76.8,95.8,21.1,24.1,83.7,26,19.9,50.1,33.7,19.5,59.3,63.4,36.7
FGFR2,53.3,18.1,54.3,8.5,14.7,52.6,40.7,93.6,33.1,32.8,92.3,23.1,23.9,138,111.5,116.8,19.1,26.3,18.7
FGFR2,230.8,85.6,140.3,115.8,196.9,23.5,64.2,19.4,158.1,158.6,194.8,232,183.8,166.5,159.7,153.5,115.2,100.7,72.1
NR6A1,111,101.5,86.2,15.9,168.9,149.3,92.3,34.3,35.8,121.6,49.2,46,169.2,38.2,113.7,144.6,117,103.3,106.7
VCX2,86.3,43.5,61.3,19.6,84.8,120.4,144.3,42.7,192.3,80.6,72.9,75.4,105.9,125.7,94.7,112.2,50.9,56,87.4
APLP2,3651.8,2188.7,2844.6,2850,4011.2,2595.4,2198,2215.3,2809.8,3229.1,3122.7,3728.4,2616.1,3019.4,2756.4,3810.3,2897.9,3188.2,2384.9
IFNA17,204.6,201,185.5,254.2,142.8,210.4,290.6,327.1,396,254.2,221,272.8,312,344.1,189.9,323.7,245.2,247.1,176.1
IER3IP1,475.8,474.2,439,608.7,636.4,361.9,387.8,432.8,489.5,499.9,565.8,521.5,443.8,533.7,593.2,434.8,434,442.2,565.6
NDUFB7,84.2,87.8,111.3,66.3,57.8,88,82.5,83.4,79.8,83.6,112.8,2,40.5,30.8,104.4,55.8,57,63.5,64
KIR2DL5A,66.8,155.8,149.8,231.4,69.8,194.5,39.2,156.9,277.7,176.6,109.2,67,54,77.1,202.8,104.1,121,93.7,44.3
AF117899,44.6,6.9,30.1,6.3,9.2,42.7,6,15.2,9.4,36.8,14,12.7,15.9,17.5,32.5,11.6,7.9,6.8,6.8
PADI4,26.8,8.3,11.9,46.7,44.1,2.5,3.8,8,18.3,11,40.7,8.3,25,4.2,6.8,5.1,25.3,7.6,48.8
PADI4,12.5,12.6,5.6,11.9,7.5,14.9,7.7,9.8,16.7,12.2,6.6,11.8,5.4,6.3,4.6,19.3,6.7,9.7,7.6
GLS,73,50.5,55.6,72.5,50.9,59,49.3,47.4,82.2,48.2,90.6,26.5,63.5,42.1,50.8,31.5,55.4,45.4,40.1
GGTLC1,295.5,224.4,174.8,225.5,310.4,289.8,315.3,245.2,324.3,253,262.5,232.9,270.5,234.9,306,333,184.2,200.1,198.6
GGT1,499.3,335.6,387.8,381.5,570.1,515.1,495.4,506.8,523,401.3,530.6,656.1,436.8,363.6,443,591.8,424.5,411.8,396.6
CHN2,79.8,54.2,16.8,167.2,86.2,73.9,63.5,32.1,122.2,44.7,72.4,75.8,63.7,48.4,55.4,89.9,31.5,8.1,19.5
RET,10.9,33.3,31.9,38.2,36.7,14,2.5,12,37.7,15.7,7.1,43.7,31.4,13.2,6.8,33.4,21.4,36.7,4.6
TRPM3,77.7,57.3,13.1,70.5,62.3,51,7.4,52,60.1,64.8,94,56,12.2,28.1,13.9,53.9,50.5,28.5,70.9
SC5D,2196.9,2624.8,2525.3,2613.2,2337.3,2640.9,2460,2584.3,3189.9,3129.7,3030.2,1883.2,2988.7,2801.3,3128.1,1947.5,2939.3,2511.5,2482.7
METTL7A,49.4,47,36.1,28.7,31.8,78.3,35.1,61.3,48.4,50.1,94.9,23.2,98.9,81.5,44.4,59.8,44.7,49.1,38.2
SSX4B,43.2,16.9,17.1,15.8,148,131.7,116,60.8,98,79.5,93.5,18.5,27.5,18.5,97.6,88.8,87.8,98.3,27.6
GNAQ,356.7,213.5,134.6,252.6,478.7,257.5,71.8,297,379.9,270.5,189.5,394.3,373.3,419,281.1,439.2,299.2,362.6,222.4
KCNJ13,2.9,2.4,15.7,7.8,10.8,3.3,3.6,4.6,3.8,3.7,2.7,2.8,4.9,5.6,7.1,28.1,3,2.7,3.7
SERPINA1,48.2,39.3,14,10.9,53.6,7.9,7.9,10.6,64.2,6.4,34,2.8,33.2,34.1,19.9,36.7,18.3,50.4,35.7
SERPINA1,700.5,713.1,734.5,646.1,781.8,798.6,952.4,902.6,732.9,752.7,736.2,1019.6,854.5,753.9,850.4,1543.4,1628.1,1681.5,1715.9
IGHV4-31,9,15.6,19.4,12,12.7,11.9,14.5,125.9,32.4,10.3,10.6,9.8,65.1,12.3,9.4,12.2,10,8,27.3
TYRO3,13.6,56.6,38.4,39.4,11.7,56.5,72.5,65,19.9,14.4,25.9,59.3,60.3,7.4,17.8,18.2,27.6,40.3,16.1
TYRO3,188.2,109.1,187.3,162.7,117.9,180.7,137,207.9,216.8,159.5,201.2,88.7,253.5,203.5,165,137.9,138,89.1,177.1
FAM214B,256,149.6,142.7,123.6,271.7,204.8,166.8,240.6,308.9,170.3,242.6,265.8,258,277.9,285.9,313.2,196.5,201.1,163.8
CCRL2,6.2,8.9,8.1,8.3,67.2,68.3,22.6,10.8,23.1,14.5,44,12.1,32.2,19.2,18.3,10.8,17.6,12.1,23.3
AF202635,56.6,43.2,59.4,58,69.5,36.1,23.8,46.4,34.1,54.4,47.8,62.2,44.4,78.1,75.3,90.1,56.2,25.6,10
LOC100131298,5.7,9.6,18,24.7,7.7,16.9,21.5,11.6,3.3,30.4,8.8,21.5,14.5,8.8,16.5,19.2,2.5,18.3,7.1
AF130093,31.6,5.2,3.7,19.9,7.3,23.5,11.3,15.5,10.1,7.8,9.6,3.9,8.8,21.5,9.9,8.9,12.9,9,10.8
TRHR,13,6.1,13.9,13,8.9,16.7,11.7,8.6,12.8,13.2,4.4,11.5,11.9,19.9,11.6,11.1,12.7,26.7,6.8
SRSF7,94.4,195.4,188.7,150,172.3,180.2,201.1,244.9,230.3,224.7,225.2,202.3,182.3,197.7,232.8,227.8,140.6,198,218.3
CYP3A43,211.5,140.9,209.9,235.6,216.9,274.1,280,239.2,333.9,159.9,187.2,219.1,206,164.9,180.7,246.5,202.8,187.1,201.9
CYP3A43,71,87.2,47,25.3,122.3,116.5,111.4,134.4,166.9,99.3,31.1,150.7,117.3,95.3,88.5,31.1,105.7,100.8,115.3
CYP3A43,8.3,10.2,14.8,77.2,12,9.5,7.1,68.7,12.8,16.9,7.7,21.7,118.4,10.1,62.2,10.3,14,8.1,48.4
BC002811,212.8,233.4,339.7,273.7,304,319.7,290,196.3,366.1,290.9,297.9,271.9,355.8,355.4,289.5,148.8,331.1,259,218.8
NACAP1,4370.3,4439.7,3770,4366.3,2812.1,4219.3,3564.8,2414.4,1406.2,2649.5,2130.1,5882.2,5286.6,4691.8,8253.5,3670.8,2773.7,2703.5,3020.2
RGSL1,110.7,67.6,58.1,142.5,50.4,42.2,108.3,86.1,195.9,71,109.9,80.9,127.4,159.9,151.4,156,93.3,86.6,51.6
PDE4A,11.1,19.6,11.8,53.1,11.9,17.6,4.8,7.6,36.6,6.3,6.5,26.4,24.9,5.3,31.2,8.8,13.7,14.8,11.4
RGS6,7.8,4.9,3.7,7.1,9.1,5.9,7.8,7.5,11.7,5.9,9.2,5.5,5.1,6.9,8.5,6.8,4.3,4.4,4.4
MSH6,9.5,5.3,47.2,60.2,4.8,7.2,11.9,8.1,7.2,31.3,10.4,6.5,35.4,13.9,8.4,14.9,43.1,57,26.5
MSH6,561.9,366.2,282.8,289.5,567.5,243.9,291.3,253.4,475,369.3,470.1,450.5,325.5,371.2,333.3,427.8,338.6,320.7,257.1
KCNJ4,5.3,15.1,15.3,23.3,5.5,25.2,20.7,5.2,27.7,19.3,30.6,8.1,26.3,21.1,22.6,20.3,15.5,5.6,35
LRRFIP1,6838.4,4756.9,4539.6,4807.4,5053.1,4984.1,4948.6,4870.7,3203,2703.9,3131.3,6517.4,5284.4,5323.6,5203.5,4770.8,2756.8,2730.6,3013.9
AKT2,14.3,10.3,12.5,41.1,10.1,16.4,14.5,13.7,22.2,19.5,24.5,30,14.1,9.2,21,34.4,11.2,12.4,14.1
FKSG49,996.3,662,583.5,639,899.3,564.2,553.5,625.3,741.9,587.4,573.3,1058.3,739.3,696,807.5,902,473.3,617.1,617
AF354444,110.5,102.8,73.4,51.4,129.3,170.9,101.5,151.4,148.2,182.4,101,110.7,88.5,186.2,91.5,77.9,72.1,154.1,106.6
MT1HL1,138.5,74.8,78.5,313,106.9,83,231.8,404.8,319.2,418.8,567,481,76.6,94.8,386.2,282,76.7,95.7,137.3
GABARAPL3,227.5,137.8,8.6,16.1,65.9,37.6,96.2,31.4,106.5,53.9,163.7,46,68.8,118.6,140.5,149.9,8.8,5.6,90.1
GABARAPL3,925.4,1173.2,1537.7,1398.1,507.3,995.6,890,816.3,1270.7,1244.4,1093.2,1366.8,808.3,964.6,1133.2,1100.1,1194.1,1045.3,1060.8
AF234262,39.1,4.1,4.6,34.5,36.3,35.1,21.4,12.2,50.1,29.5,3.6,2.1,2.6,15.3,3.6,37.6,6,28.8,18.1
TTTY9B,104.3,105.5,93.8,126.4,106.7,109.3,103.8,119.5,202.5,147.5,152.7,93.2,147.1,135.1,106.3,84.6,104,61.7,132.8
CSPG4P1Y,15,12,11.6,19.9,15.7,16.3,16.8,11,11,10.2,36.7,10.4,8.3,19.5,17.5,10.1,7.4,12.4,8.8
TBL1Y,55.3,56.7,58.3,21.1,74.7,37.9,64.7,22.2,56.2,83.1,13.6,13.2,63.9,14.1,113.6,14.7,55.9,26.3,17.7
ZIC4,62.1,78.6,68.7,99.6,49.6,92.5,100.7,64.2,110.5,56.2,83.1,10.2,79.4,64.8,33.3,42.8,68.3,102.4,49.4
CASP6,254.3,315.7,326,310.7,280.7,270.7,260.6,310.1,282.4,226.6,285.4,229.5,372,417.2,334.4,204.1,226.5,231,270.4
FUT6,345.4,385.3,428.5,443.6,523.7,538.2,525.4,516.8,510.2,425.2,500,335.3,503.7,486,398.7,439.9,345.2,334,428.9
NFIB,35.8,4.6,33.2,71.1,2.5,10.1,39,37.5,6.7,4.5,3.9,8.5,22.3,12.4,6.4,48,4.6,5.4,14.7
NFIB,271.7,126.8,126.4,124.2,192.1,125,80.4,179.1,53.8,45.7,113.1,210.3,123.1,168.7,138.8,195.8,88.4,147.8,81.3
RECQL5,18.7,8.6,5.9,64.9,16.2,52.2,54,22.1,67.5,17.5,13,4,27.4,30.2,11.6,10.2,22,23.4,25.2
CXCR6,31.5,32.2,19.4,43.6,26.1,116.8,57.9,45,52.6,49.6,28.9,44.8,14.7,54.2,17.8,10.3,28.8,14.8,18.9
SULT1C2,430.7,166.4,347.4,147.4,263.9,292.2,165.5,422,174.5,375.2,166.5,297.9,431.3,277.6,186.5,164.2,239.4,218,240.1
RAB36,302,204.4,269.2,274.2,266.9,265.3,304.7,354.7,363.1,203.7,337.3,258.1,249.9,270.2,297.3,292.7,216,223.4,242.9
PLXNB2,21.6,16.4,26.3,35.1,10.5,22.7,17.4,72.7,23,11.1,47.3,12.7,13.8,16.6,78.8,16.6,14,23.4,27.3
COL4A6,30.9,54.3,17.2,34.7,15.1,17.4,23.5,8.6,24.6,30.1,53.6,10.5,18.1,17.9,12.9,13.9,11.4,16.7,16.3
SERPINB6,722.8,811.8,791.2,913.7,877.2,1128,1136,1155.2,980.8,966.8,838.8,823.7,883.8,776.2,830.6,696,866.8,1005.5,872.1
BAG1,410,368,355.3,486.1,493.1,433.5,511.4,466.5,383.6,448.2,471.5,493.7,462.3,409.7,426,541.4,316.1,369.2,464
MYOZ2,22.4,33.9,1.6,6.5,2,32.6,3.4,0.8,4.9,2.3,3.7,4,7.6,22.2,11,3.1,6.4,1.2,8.5
DPP4,362.8,268.6,171.5,156.7,343.2,130.2,286.1,146.2,176.3,231.1,215.3,260.2,156.4,227.8,280.5,325.2,186.4,185.1,114.2
HTR2C,100.9,67.9,51.9,117,104.7,100.4,59.6,70.9,126,51.6,148.3,46.1,81.5,63.3,91,105.1,42.2,62.5,104
SLCO1A2,7.6,13.1,31.6,101.8,86.6,53.5,2.6,7.1,51.5,43.6,57.7,2.1,9.3,29.6,78.4,10.2,30.7,56.9,11.1
SLCO1A2,7.7,20.9,48.3,14.5,29.4,76.6,7.3,22.8,43.9,12.3,25.6,6.9,49.6,8.3,108.8,11.6,42.5,28.6,6.8
CAMK2B,109.4,71.6,92.5,128.5,130.2,126.3,106.7,14.1,115.2,88.9,96.6,29.6,65.2,69.1,109.7,116.1,70.5,65.3,21.1
DSCAM,72.8,28.2,44.4,36.6,163.2,42.5,61.2,52.5,76.9,48.2,35.7,29.7,71,28.1,41.9,61.2,40.3,22.5,38.2
FGF18,67.3,46.8,15.3,11.9,14.6,8.9,22.6,107.3,22,19.6,13.4,16.8,27.5,67.6,28.6,154.1,11.7,23.7,13.5
KCNQ2,8.8,12.8,11.6,11.8,12.5,9.1,12.2,12.2,13.3,22.7,9.9,14.8,9.2,13.5,13.4,9.5,12.6,13.2,8.9
RPS17,24539.1,35855.2,35324.2,46750.9,31899.5,26143.9,27868.9,32159.2,30474.3,27446.2,32376.6,35509.3,31249.3,30115.6,35485.4,27103,26180.6,31669.2,27521.3
ITGB8,176.1,129.2,162.9,128.2,185.3,154.6,166.4,95.2,124.1,127.6,208.5,184,165.2,199.5,197.2,166.1,136.3,175.4,156.3
ADRA1A,120.2,133.4,33.1,26.1,95.7,101.8,76,94.8,158.3,43.3,49.4,40,93.2,72.5,98.9,92.1,55,35.3,66
ADRA1A,12.1,8,7.7,21.4,6.5,17,5.5,11.4,17.1,9.3,9.6,6.4,11.4,10.8,13.2,21.3,8.4,8.3,8.5
ADRA1A,23.8,76,11.2,50.6,8.8,12.1,14.7,18.2,86.4,35.1,49,10.8,23.3,23.8,18.4,37.5,49.4,77,83.3
ADRA1A,67.1,1.9,32.5,16.2,88.6,68.4,12.5,65.1,40.5,12.1,35.7,3.8,23.2,12.3,12.6,21.9,6.3,47.9,15.8
DTNA,164.8,179.5,172.9,183.8,215.6,233.2,218.9,206.5,250.9,152.8,225.8,138,278.8,220.9,271.9,166,170.1,197.1,206
SLC4A4,319.7,224.6,253.8,175.2,445.7,47,151.7,124.3,293.1,170.5,102.1,352.3,221.8,184.6,55.7,447,115.1,248.9,63.3
TNFSF12-TNFSF13,193.3,191,130.9,190.7,244.5,156.8,216.2,261.7,305.4,192.7,173.6,210,128.5,174.6,182,275.5,203.1,206.2,208
PDC,14.9,28.5,41.6,5.5,49.8,57.4,50.6,31.4,5.2,21.7,24.1,8.3,47.1,34.2,41.3,67.4,56,25.2,26.7
NKX3-1,244.2,159.9,166.9,227.5,222.5,223.4,185.3,179.9,282.2,165.6,148.5,120.7,128.4,240.8,185.3,188.8,184.1,197.3,218.2
NKX3-1,19.8,21.3,10.5,44.6,22.2,24.6,21.2,16.9,14.5,15.9,10.3,18.7,21.7,10.2,27.3,23,16.7,16.9,18.8
MAPK11,167.6,82.4,33,127.5,207.8,160.4,137.2,169.3,103.9,106.6,103.9,242.2,148.3,154.5,61.2,247.6,70.8,89,130
MAPK11,20.5,22.5,22.3,33.4,19,27.3,41.1,30.9,33.3,37.9,33.9,20.8,18.4,27.5,18.6,25.8,29.8,22.8,23.6
EIF3B,1628.6,1509.5,1489.7,1577.8,1305.6,2043.1,2046.6,1888.2,1435.9,1649.4,1467.7,1456.4,1207.7,1177.7,1215.5,1667.5,1555.8,1537.7,1550
CDK14,173,153.4,139.8,88.8,184.3,144.6,100.3,134.2,251.2,165.1,130.1,89.6,127.3,169.4,127.1,125,111.7,102.8,133.1
RAB14,917.2,1678.7,1692.7,1662.6,929.2,1352.5,1256.3,1398.2,1368.7,1557.1,1418.7,951.9,1416,1319.2,1353.8,1041.5,1533.7,1623.7,1651.4
ROCK2,193.8,166.5,212.6,206.3,184.7,230.1,148.1,166.1,364.9,192.2,264.2,189.6,294.2,256.5,193.3,348.4,208.4,249,119.5
STAU1,2116,1645.7,1702.4,1169,1504.1,1605.7,1545.4,1606.2,1196.6,1182.7,1621.3,1947,1708.5,1571.2,1572.2,1964.5,1523.4,1420.8,1632.2
CXCL8,297.1,191.8,101,204.7,488.5,127.1,160.2,135.4,441.4,340.5,340.6,533.8,592.3,528.6,572.8,2511.8,1203,1211.9,1219.2
MTMR3,110.8,19.2,35.3,48.1,75.5,24.9,14.3,74,53.3,38.1,153,32.7,99.3,124.5,63.7,52.7,119.1,38.9,86.3
GH2,66.1,16.4,56.5,129.8,11.1,79.5,56.4,123.2,115.8,79.3,55,20.3,86.3,65.7,120.5,13.5,20.1,58.4,66.5
RTN4,14616.7,13485.8,13749.3,13499.4,11958.6,12992.2,12737.5,13160.7,12511.1,11908.9,11527.6,14360,12920.9,12699.2,14569.9,12578,11074.1,11254.5,11415.5
CRHR2,16.1,22.3,10.5,9.5,41.1,11.5,13.2,10.1,21.1,29.9,46.2,67.8,41,25.5,42.9,18.9,35.3,14.8,5.9
OGFR,144.7,121.3,112.5,143.1,202.1,175,236.1,247.7,167.6,156,161.1,217.8,181.4,167.5,142.2,270.6,164.4,172.4,157.8
OGFR,60.3,25,19.9,24.4,31.4,45.1,28,56.9,94.6,29.4,20.4,71.6,29.3,22,32.8,146.2,65.2,11,37.1
DSTYK,39.3,66.9,66,15,93.4,28.4,41.2,17.3,13.8,16.1,59,10,72.2,105.9,66.4,66.5,9.9,17.4,45.3
DSTYK,156.2,126.9,113.8,170.5,112.7,148.9,136.4,122.9,254.6,155,199.8,138.3,160.7,144.9,191.5,183.6,101.7,107.5,124.1
IL5RA,86.1,9.2,27.8,83.9,112,110.5,72.4,71.5,123.2,73.4,55.1,35.8,55.1,25.1,91.6,79.9,79.5,72.5,85
IL5RA,4.5,5.9,28.3,4,8.1,2.8,2.5,31.9,23.3,21.7,6.2,1.4,3.7,3.3,31.4,21.6,4,3.6,3.4
BMP4,31.2,12.8,14,18.1,62.1,14.7,16.2,18.9,21.8,32.9,23.3,65.2,17.5,20.1,24.3,114.2,16.5,13.3,15.8
KIF2C,568.8,590.8,623.9,663.2,667.8,701.7,766,664.7,806.9,760.2,819.8,620.3,674.5,720.6,762.6,661,634.2,657.9,655.1
GRIA1,4.3,2.3,15.7,12.3,7,6.1,12.9,18.4,5.3,26.5,30.8,1.5,9.6,4.7,12.7,36,1.7,24.2,6
CYTH4,185.8,203.2,138.5,117.4,163.6,182.3,60.4,132.9,177.9,174.2,121.1,125.8,121.2,69.7,146.2,108.5,99.4,82.4,70.5
GNRHR,20.2,10.9,1.9,9.3,4.8,19.9,8.1,6.1,3.7,15.6,8.1,8.1,8.4,3.9,13.1,4.6,18.8,3.8,41.7
GNRHR,25.9,6.6,44,8,61.6,87.1,25.7,8.4,91.2,28.2,77.2,11.5,71.8,39.3,78.9,11.8,40.7,12.7,32.8
NFKB2,71.7,98,34.5,14.9,87.1,17.4,70.6,57.3,67.5,60.2,108.4,13.3,171,16.8,18.3,108.2,12.7,31.2,81.1
GP5,32.1,34.5,29.7,68.2,57.4,42.5,46.4,32,65.6,57.6,42.1,6.9,81,92,63.1,14.4,72.3,39.7,17.6
RTEL1,3.6,2.7,8,8.6,6.5,4.8,4.1,8.5,4,4.1,4.6,3.7,3.7,11.9,4.9,3.5,4,4.1,7.5
VEGFA,339.5,82.3,115.6,108.5,359.4,96.2,118,169.7,39,230.7,228,296,196.4,246,213,352.3,203.2,188.9,252.2
HLA-G,3454.6,1300.9,1327,1968.2,5064.4,2554.4,2677.9,3294.2,2300.3,2323.1,2688.7,5269.8,2460.2,2612.6,2475.7,4618.1,2086.6,2439.9,2871.9
HLA-G,4201.3,1449.2,1622.4,1855.7,4557.4,3056.3,3340.8,3408.1,2010,2284.3,2226.8,5420.6,1945.5,1903.6,1808.8,4825.9,2410.6,3119.5,2501.4
HLA-G,1197.4,172.3,271.4,580.8,1385.3,1252.9,981.9,1147.9,441.8,1515,129.6,1920.4,1045.4,1180.7,1028.7,3337,1523.8,839.8,928.4
PRB1,246.4,303.9,247.7,260,361.7,171.4,181.4,318.5,361.2,245.3,326.3,313.4,315.4,257.3,174.7,318.8,265,277.2,292.4
KIR2DS2,8.1,6.5,7.5,6.6,12.1,19.5,12.4,15,13.1,9.4,8,4,11.3,8.5,14.3,9.4,7.3,8.6,12.7
PDGFRA,11.1,12.9,4.3,12.7,17.4,37.5,11.1,22,24.6,59.6,36.2,6.6,13.3,13.7,9.9,64.7,20.8,13.6,47.7
PTPRN2,17.2,53.4,23.9,46.4,51.1,41.6,32.5,23.8,52.6,21.5,40.9,21.6,67,110.4,27.1,39.9,75.2,22.3,38.9
FGFR1,497.3,324.4,384.9,339.5,219.2,681.7,401.6,415,214.5,393.7,297.5,682.7,200.3,269.9,213.3,681.5,436,318.5,425.4
MAP3K7,374,330.3,272.7,329.9,493.7,237.9,283.2,315.5,384.4,391,318.5,422.1,400,411.3,364.4,526.4,314,395,401.2
MAP3K7,324,262.2,262.9,324.4,472,181.8,176.9,249.2,336.1,304,335.3,413.7,287.1,342.8,347.4,562.9,315,316.1,317.7
HSPA2,140.6,191.8,180.7,195,232.4,305,250.7,232.8,295.7,337.8,238.4,151,225.1,275.9,261,174.6,271,210.6,270.9
RB1,73.1,30.8,48.4,18.3,55,17.6,23,25.7,106.1,155.3,25,83.9,142.8,114.9,100.4,119.4,53.2,23.7,49.8
DYRK1A,66.1,58.5,12.1,21.4,28,49.8,23.1,36.1,45.9,26,17.1,67.4,20.5,15.5,22.1,27,9.5,124.6,20.7
RPS10,35018.1,50131.3,48646.2,56528.7,41542.8,37399.4,44382.3,48816.1,36376.8,37561.4,42066,41130,39130.6,39442.1,40880.3,36782.5,33860.5,39750.5,44793.1
GRK6,152.3,193.9,177.8,254.2,240.9,256.2,211,264.3,229.9,178.5,245.8,202.1,204.2,220.4,240.5,277.6,210,105.8,279.8
GHRHR,58.6,132.5,19.8,101,158.9,109.1,78.5,54.5,153.8,115.1,93.8,27.9,150.4,25,134.5,199.6,85.8,86,78.6
GHRHR,77.4,50.5,12.9,52,47.5,16.8,17.9,21.9,128.3,26.7,36,8.7,21.8,17.9,46,72,24.3,11.5,53.7
SNCA,434.9,599.3,559.6,664.1,663.7,618.5,682.2,587,725.9,632.6,608.8,618.5,760.1,758.7,703.5,573.6,600.7,592,540.1
PAFAH1B1,279.6,125,102.8,89.7,241.5,200.6,109.1,100.3,199.1,146,154.8,164.2,201.9,205.6,154.5,220.8,223.7,179.7,126.1
HPGD,943.8,828.5,860.6,672,875.9,804.2,681.6,734.9,787,992.4,901.8,666.8,876.4,899.4,999.2,698.6,760.8,753.1,792.7
HPGD,234.3,233.9,202.4,189.1,224.4,162.7,160.5,166.9,243.1,243,298.9,276.5,323.2,296.6,367.5,237.7,225.6,158.2,188.4
EGFR,21.6,19.5,26.6,32,43.9,28.5,29.8,19.8,33.2,10.2,19.5,24.5,28.8,36.6,24.6,28.1,16.3,27.6,17.9
EGFR,160.5,153,141.3,93.8,182.9,129.4,213.3,206.7,215.6,172.1,235.4,120,174.9,197.1,222,168,119.5,131.9,115.2
ALDH4A1,392.5,282.4,182.5,474.8,292,311.6,431.8,242.8,398.8,325.1,462.2,228.7,280.1,267.4,253,327,289.6,404.3,306.6
APAF1,65.8,66.6,79.5,14,100.4,90.6,103.6,107.8,44.1,81.7,111.1,46.1,73,130.3,91.5,94.6,73,49.7,79.9
APAF1,159.5,218.4,143.2,145.8,144,65.4,101,135.1,108.9,109.3,63.9,166.3,186.5,175.2,141,176.2,146.6,141.8,149.8
GUCY1B3,675.4,451.7,387.6,483.8,644.9,290.8,371.6,314.5,557.1,602.9,534.1,600.5,622.7,535.7,668.5,638.3,408.7,421.7,469.3
MAPRE2,4.8,4.1,4.5,11.7,7.8,4.7,5.4,19,2.6,2.5,2.9,3.5,1.9,7.4,12.3,5.6,1.5,8.2,5.8
SLCO2B1,41,34.9,40.1,69.5,49,48.1,47.7,42.5,42.1,31.1,41.5,36.9,45,180.1,123.5,51.1,46.4,49.8,41.6
DHPS,234.3,290,370.8,346.1,251.1,299.7,288.4,260.4,260.9,294.7,348.7,282.7,291.3,323.7,275.3,291.2,313.4,393.9,370
CCNG2,679.2,372.1,480.4,474.1,971.1,296,307,322.2,569.9,536,616,632.3,503.9,578.3,583.7,880.7,409.4,442.2,429.5
ALAS2,9.1,7.6,6.5,8.6,9.8,9.7,9.9,8.4,9.5,8.2,10.1,14.1,10.6,16.3,8.4,13.2,8.2,10.4,7.1
MAPK14,340.2,251.1,286.2,351.9,371.2,327.9,209.7,194.1,371.5,321,314.3,371.9,347.8,438.5,343.9,382,290,296.8,249.6
LMOD1,14.3,112.9,9,10.9,16.6,9,8.5,24.4,24.9,8.5,17.1,7.1,20.1,35.9,23.7,20.9,24.5,74.5,44.6
URI1,507,444.3,403.4,416.2,527.1,409.9,372.8,429,364.8,442,498.1,452.7,420.1,293.8,343.4,519.4,486.1,445.8,394.2
PDLIM4,106.9,88.9,71.3,87.3,168.1,116.5,86.5,126.6,92.3,41.3,67.3,243.9,108.6,101.8,44.9,247.3,173.9,174.1,202.4
SH3GL3,23.6,11.5,9.3,16.3,19.5,58.8,13.5,4.4,21.9,21.1,18.9,6,15.7,19.7,5,9,12.2,20.1,12.4
BRE,1355.4,1195.7,1366.8,757.2,749.6,1023.1,1042,724,621,805.7,690.8,1158.5,572.9,602.3,524.8,654.3,1041.3,749.8,894.3
J04168,37.4,31.5,42.4,24.7,63.2,68.1,58.5,40.7,47.9,33.6,38.7,24.9,66.5,62,39.9,43.9,32,9.8,19.2
BAI3,9.6,4.7,1.7,10.5,6.8,31.3,5.2,4,22.5,0.8,1,8.6,1,4.2,1.2,2,1.8,18.8,1.8
HADH,517.2,528.7,477.6,460.1,632.7,455.1,397.9,400.7,537.8,613.2,412.8,485.4,465.6,383.4,431.1,547.6,563.8,425.7,459
RAPSN,3.8,48.8,22.8,4.1,39.1,11.6,5.4,24.4,6.1,37,29.8,2.7,5.9,6.5,8.6,4.7,3.9,17.4,8.1
